review_text,cleaned_text,sentiment_vader,sentiment_blob,language,sentiment_swn
"I'll be lying if I say I didn't enjoy my White this morning in Couvee Seturan, but it'll be greater if the barista or staff could be nicer to us as a customer. First, we went here at 09.09 pm (It says open at 09.00 pm) and none of the staff is ready to serve us (one of them is silently busy with the Railing Stand, which I think it's not really important compare to our existence at that time, like we don't even need that railing stand cz no one there other than us). Second, I said good morning (only wanna trigger them to act nicer) and didn't get a proper answer.",ill be lying if i say i didnt enjoy my white this morning in couvee seturan but itll be greater if the barista or staff could be nicer to us as a customer first we went here at pm it says open at pm and none of the staff is ready to serve us one of them is silently busy with the railing stand which i think its not really important compare to our existence at that time like we dont even need that railing stand cz no one there other than us second i said good morning only wan na trigger them to act nicer and didnt get a proper answer,Positif,Positif,en,positive
"Clean , nice, modern, stylist and minimalist architecture , nice service , big parking space in the back of the coffee shop. Maybe it because, i kind of person who prefer uncrowded place, this place is not the kind of place i will love to spend time often",clean nice modern stylist and minimalist architecture nice service big parking space in the back of the coffee shop maybe it because i kind of person who prefer uncrowded place this place is not the kind of place i will love to spend time often,Positif,Positif,en,positive
"You shouldn't have any doubt about the coffee taste in here. Melacca and necta have a very strong coffee taste, perfectly blended with milk and brown sugar for melacca, honey and longan for necta. Its very goooooooddd i cannot lie. Couvee, you brought me here 3 days in a row!

Couvee seturan is quite new, have their own parking area and of course bigger than couvee jakal, which is why i choose this place over the couvee jakal, but it still find hard to get table in here. Always full. Its waaayy better just take away the coffee. And please bring your own tumblr, and i hope couvee can serving with a glass who drink in the shop instead of using plastic glass 😊",you shouldnt have any doubt about the coffee taste in here melacca and necta have a very strong coffee taste perfectly blended with milk and brown sugar for melacca honey and longan for necta its very goooooooddd i can not lie couvee you brought me here days in a row couvee seturan is quite new have their own parking area and of course bigger than couvee jakal which is why i choose this place over the couvee jakal but it still find hard to get table in here always full its waaayy better just take away the coffee and please bring your own tumblr and i hope couvee can serving with a glass who drink in the shop instead of using plastic glass,Positif,Positif,en,positive
"Not too expensive, great taste, cozy place. But they do not provide many cable plugs, so make sure you come with full battery if you want to work here.",not too expensive great taste cozy place but they do not provide many cable plugs so make sure you come with full battery if you want to work here,Positif,Positif,en,negative
"Wifi ok,nice place, comfy, nice coffee",wifi oknice place comfy nice coffee,Positif,Positif,en,positive
"Cozy, nice place to hang out with your friends.  The beverages are delicious. My favorite is hazelnut coffee.  There are many choices of beverages there, with reasonable prices.  Recommended.",cozy nice place to hang out with your friends the beverages are delicious my favorite is hazelnut coffee there are many choices of beverages there with reasonable prices recommended,Positif,Positif,en,positive
One of the best kopi susu gula aren in town (or maybe country)☺️🫶,one of the best kopi susu gula aren in town or maybe country,Positif,Positif,en,positive
Tempat nyaman u nongkrong sambil nyruput kopi n sambil ngenett....Wifi-nya kenceng bro...,nyaman u nongkrong nyruput kopi n ngenettwifinya kenceng bro,Netral,Netral,tl,neutral
"The place is so cozy and calm. Good place to hang out with friends or just to do the works here. unfortunately, there is no hot beverage except espresso.",the place is so cozy and calm good place to hang out with friends or just to do the works here unfortunately there is no hot beverage except espresso,Positif,Positif,en,positive
"Good place, good coffee",good place good coffee,Positif,Positif,en,positive
"The place is great for doing assignment, coffee is great, with free wifi. I just hope they have more spacious car parking spot",the place is great for doing assignment coffee is great with free wifi i just hope they have more spacious car parking spot,Positif,Positif,en,positive
"Nice, recomended 👍🏻",nice recomended,Positif,Positif,en,neutral
"The place is nice and cozy. The air conditioner works so fine u dont know that the sun is actualy burning like hell outside. Everyday Latte is my favorite here. Its creamy and a little bit salty but less taste of coffee. I usually prefer stronger coffee taste, but then I have other place to go for just the right strong coffee i want. Here my favorite is always Everyday Latte with less sugar.",the place is nice and cozy the air conditioner works so fine u dont know that the sun is actualy burning like hell outside everyday latte is my favorite here its creamy and a little bit salty but less taste of coffee i usually prefer stronger coffee taste but then i have other place to go for just the right strong coffee i want here my favorite is always everyday latte with less sugar,Positif,Positif,en,positive
"Great location, good coffee, ample parking space, but need more tables. Quite crowded and I found a hard time to find a table for three.",great location good coffee ample parking space but need more tables quite crowded and i found a hard time to find a table for three,Positif,Positif,en,negative
"so many coffe shop in this town and im so saturate. but this one have different taste coffe. aroma,thickness,strongness and l love that",so many coffe shop in this town and im so saturate but this one have different taste coffe aromathicknessstrongness and l love that,Positif,Positif,en,positive
"Very nice modern and lightful coffee place, it's five times cheaper than Starbuck's for the same quality of coffee and flavoured milk, if not better...  Best café in jl seturan",very nice modern and lightful coffee place its five times cheaper than starbucks for the same quality of coffee and flavoured milk if not better best caf in jl seturan,Negatif,Positif,en,positive
"The place is too small for favourite students to come for studying, but the food, service and the Coffee are the best",the place is too small for favourite students to come for studying but the food service and the coffee are the best,Positif,Positif,en,positive
"The wifi was not reliable, coffee was only sugar inside, i only drank couple of its sips. I didn’t get any table, and when I asked the staff, they just simply said “yes it’s full” (really??) .. so i was waiting on the chair in front of the cashier.",the wifi was not reliable coffee was only sugar inside i only drank couple of its sips i didnt get any table and when i asked the staff they just simply said yes its full really so i was waiting on the chair in front of the cashier,Positif,Positif,en,positive
"Couvee is definitely a place where you can focus. Everyday latte, java, and matcha latte are my fav!",couvee is definitely a place where you can focus everyday latte java and matcha latte are my fav,Positif,Negatif,en,positive
The hospitality is 6/10. Average coffee taste. Place 8/10 good music,the hospitality is average coffee taste place good music,Positif,Positif,en,positive
One of mandatory to find kopi susu in town.,one of mandatory to find kopi susu in town,Positif,Netral,en,neutral
Java! That is the one you should try 😚,java that is the one you should try,Netral,Netral,en,positive
"keramean, sempit, wifi gakenceng, ac ga dingin huhu sorry couvee",keramean sempit wifi gakenceng ac ga dingin huhu sorry couvee,Negatif,Negatif,en,neutral
"Not a specialty coffee shop but good at what they do. service is super fast.

the coffee is pretty good with a great workspace",not a specialty coffee shop but good at what they do service is super fast the coffee is pretty good with a great workspace,Positif,Positif,en,positive
Went there before 9 in the morning and the store is still closed (please update the opening hours) also there’s no parking space for car because they renovate the parking space.,went there before in the morning and the store is still closed please update the opening hours also theres no parking space for car because they renovate the parking space,Netral,Negatif,en,positive
"Aircon too low, kinda freezing inside. Wear warm clothes lol. Good coffee, though! My friend is a regular.",aircon too low kinda freezing inside wear warm clothes lol good coffee though my friend is a regular,Positif,Positif,en,positive
"The price lil bit pricey. Not so many choices for snacks/foods. For you thats looking for working area, maybe its suitable for you,.",the price lil bit pricey not so many choices for snacksfoods for you thats looking for working area maybe its suitable for you,Netral,Positif,en,negative
I am so in love with red velvet latte. Best in town!,i am so in love with red velvet latte best in town,Positif,Positif,en,positive
Thanks for excellent service 👍 barista ok ob ok,thanks for excellent service barista ok ob ok,Positif,Positif,en,positive
The best coffee in town! Love Java!,the best coffee in town love java,Positif,Positif,en,positive
