Location,Property_Type,Bedrooms,Amenities,Price_Per_Night,Occupancy_Rate,Total_Revenue,Month,Holiday_Season,Rating,Num_Reviews
Jakarta,Studio,1,"Air Conditioning, WiFi",246.18,0.78,5760.61,1,0,3.9,245
Yogyakarta,Apartment,5,"Air Conditioning, Kitchen, Parking",85.69,0.91,2339.34,2,0,4.5,205
Bandung,Villa,4,"WiFi, Pool, Air Conditioning",80.98,0.64,1554.82,7,1,3.9,197
Jakarta,Studio,5,"Gym, WiFi, Kitchen, Air Conditioning, Parking",297.52,0.89,7943.78,4,0,4.6,173
Surabaya,Villa,3,"Kitchen, WiFi, Gym, Parking",91.96,0.44,1213.87,11,0,4.7,358
Jakarta,House,4,"Gym, Pool, WiFi",88.78,0.93,2476.96,6,1,4.7,499
Bandung,Apartment,2,"Pool, Parking",255.31,0.92,7046.56,9,0,3.8,274
Yogyakarta,Apartment,5,"Gym, Pool, WiFi",95.91,0.68,1956.56,7,1,3.5,242
Surabaya,House,2,"Parking, Gym, Air Conditioning, WiFi",284.08,0.51,4346.42,2,0,3.4,451
Bali,Villa,1,"Pool, Parking, Air Conditioning",81.11,0.66,1605.98,8,0,3.2,275
Yogyakarta,Villa,5,"Parking, Air Conditioning, WiFi, Gym, Kitchen",123.78,0.69,2562.25,9,0,3.5,253
Surabaya,Studio,2,"Gym, Parking, Air Conditioning, WiFi",269.85,0.67,5423.99,6,1,3.4,438
Surabaya,House,4,"Gym, Pool, WiFi",48.48,0.9,1308.96,6,1,3.0,311
Bandung,Apartment,1,"WiFi, Air Conditioning, Pool, Gym, Kitchen",72.27,0.79,1712.8,8,0,4.4,11
Yogyakarta,Studio,1,"Air Conditioning, WiFi",208.67,0.43,2691.84,4,0,3.1,456
Bali,House,2,"Kitchen, Parking, Air Conditioning, Gym",187.37,0.89,5002.78,10,0,3.1,79
Surabaya,Studio,3,"WiFi, Kitchen",273.54,0.91,7467.64,12,1,5.0,232
Jakarta,Apartment,3,"Kitchen, Gym, Parking, Pool, WiFi",158.25,0.44,2088.9,6,1,3.1,66
Jakarta,Apartment,3,"Gym, Parking",60.45,0.56,1015.56,3,0,4.8,86
Bandung,House,3,"Air Conditioning, Pool, WiFi, Parking",35.74,0.85,911.37,9,0,3.9,216
Surabaya,Apartment,2,"Kitchen, Pool, Gym, Parking",118.33,0.59,2094.44,7,1,4.9,321
Bali,Apartment,4,"Air Conditioning, Kitchen, WiFi, Parking",173.25,0.48,2494.8,12,1,3.4,293
Bandung,Villa,4,"Pool, WiFi",134.81,0.6,2426.58,6,1,4.8,187
Bandung,House,4,"Air Conditioning, Gym, Pool, Kitchen, WiFi",77.48,0.93,2161.69,3,0,3.7,46
Yogyakarta,House,3,"Air Conditioning, Kitchen",212.04,0.7,4452.84,2,0,3.7,35
Surabaya,Villa,5,"Parking, Air Conditioning, Gym, Pool, Kitchen",143.52,0.76,3272.26,11,0,4.4,482
Jakarta,Apartment,3,"Parking, Kitchen, WiFi, Gym, Pool",264.59,0.69,5477.01,8,0,4.0,73
Bandung,Villa,1,"Pool, WiFi",76.17,0.64,1462.46,4,0,3.9,79
Jakarta,House,1,"Gym, Kitchen, Air Conditioning, Pool",293.51,0.71,6251.76,7,1,4.6,273
Surabaya,Apartment,4,"Air Conditioning, Gym, Parking",296.81,0.73,6500.14,7,1,3.8,132
Bali,Studio,3,"Parking, WiFi",182.62,0.62,3396.73,1,0,4.4,290
Jakarta,Villa,5,"Kitchen, Parking",88.18,0.64,1693.06,8,0,4.0,97
Yogyakarta,Villa,5,"Kitchen, Pool, WiFi, Parking",203.41,0.92,5614.12,10,0,4.1,281
Bali,Studio,5,"Air Conditioning, Gym, Kitchen, Parking",255.83,0.67,5142.18,6,1,3.2,207
Jakarta,House,2,"Gym, Parking",135.09,0.8,3242.16,11,0,3.3,255
Bali,Villa,5,"Kitchen, Gym, WiFi, Parking",97.08,0.87,2533.79,4,0,5.0,156
Bali,Villa,4,"Air Conditioning, Gym",147.18,0.89,3929.71,10,0,3.3,458
Bali,Apartment,5,"Gym, Parking, WiFi, Kitchen",178.36,0.44,2354.35,10,0,4.6,55
Surabaya,Studio,4,"WiFi, Gym",170.88,0.59,3024.58,2,0,3.9,41
Surabaya,House,4,"Pool, Kitchen, WiFi, Parking, Gym",116.71,0.43,1505.56,4,0,5.0,219
Bandung,Apartment,3,"Pool, WiFi, Parking",63.07,0.43,813.6,3,0,4.0,375
Yogyakarta,Villa,1,"Gym, Parking, WiFi, Air Conditioning, Pool",134.38,0.5,2015.7,11,0,3.9,473
Surabaya,House,3,"Pool, Parking, Air Conditioning, WiFi",100.61,0.94,2837.2,8,0,3.7,452
Bandung,House,1,"Pool, Air Conditioning, Kitchen, WiFi, Gym",79.99,0.82,1967.75,10,0,3.2,362
Surabaya,House,4,"Gym, Kitchen, Air Conditioning, Parking",234.07,0.46,3230.17,3,0,5.0,148
Surabaya,Apartment,1,"Air Conditioning, Gym, Parking, Kitchen",59.91,0.48,862.7,11,0,3.5,380
Yogyakarta,Villa,4,"Kitchen, Gym, Pool, Parking",215.72,0.47,3041.65,8,0,4.0,32
Jakarta,Studio,4,"Gym, Parking, Pool",232.13,0.83,5780.04,2,0,3.1,12
Surabaya,Villa,2,"Pool, Kitchen, Gym, WiFi, Air Conditioning",35.68,0.95,1016.88,10,0,4.1,277
Jakarta,Apartment,2,"Parking, Kitchen",112.25,0.51,1717.43,8,0,3.5,101
Bandung,Studio,3,"Kitchen, Pool, Air Conditioning, Parking, WiFi",252.45,0.71,5377.18,1,0,4.6,357
Jakarta,Villa,4,"Parking, Air Conditioning",162.29,0.48,2336.98,3,0,3.2,257
Surabaya,House,1,"Pool, Gym, Parking",134.08,0.82,3298.37,3,0,3.0,384
Bali,House,4,"Parking, Kitchen",267.8,0.87,6989.58,11,0,4.6,305
Surabaya,House,1,"Pool, Gym, WiFi, Parking",163.99,0.95,4673.72,8,0,4.9,39
Bandung,House,1,"WiFi, Air Conditioning, Pool, Parking",282.65,0.95,8055.52,11,0,3.4,193
Bali,Studio,1,"Kitchen, Pool, WiFi",118.27,0.71,2519.15,6,1,3.7,100
Yogyakarta,Apartment,4,"Air Conditioning, WiFi, Kitchen, Pool, Parking",249.53,0.66,4940.69,10,0,4.1,275
Surabaya,Villa,3,"WiFi, Air Conditioning, Kitchen, Pool, Gym",66.52,0.76,1516.66,11,0,4.0,414
Yogyakarta,Studio,1,"Parking, Kitchen, Pool, WiFi, Air Conditioning",224.04,0.64,4301.57,8,0,4.3,113
Jakarta,Apartment,1,"Parking, Air Conditioning, WiFi, Gym, Kitchen",281.57,0.45,3801.2,9,0,3.4,374
Yogyakarta,House,1,"Air Conditioning, Pool, Kitchen",271.06,0.48,3903.26,1,0,4.2,472
Bali,House,3,"Parking, Kitchen, Air Conditioning",197.75,0.83,4923.97,1,0,3.7,443
Yogyakarta,Studio,5,"Kitchen, Air Conditioning, Pool, WiFi, Parking",181.02,0.95,5159.07,10,0,3.1,24
Bandung,Villa,1,"Air Conditioning, Pool, Parking",71.34,0.49,1048.7,4,0,3.4,270
Jakarta,House,5,"Parking, Pool, Kitchen",232.94,0.47,3284.45,2,0,5.0,71
Yogyakarta,Studio,5,"Parking, WiFi",142.47,0.85,3632.98,11,0,4.5,122
Surabaya,Apartment,5,"WiFi, Gym, Air Conditioning, Kitchen, Pool",164.85,0.54,2670.57,4,0,3.5,81
Yogyakarta,House,5,"Kitchen, Parking, Pool, WiFi",90.16,0.55,1487.64,9,0,3.9,463
Yogyakarta,Villa,4,"Parking, Kitchen, WiFi, Gym",285.11,0.7,5987.31,1,0,4.0,231
Surabaya,Studio,3,"Kitchen, WiFi, Gym",82.75,0.5,1241.25,11,0,4.2,116
Surabaya,Apartment,1,"Air Conditioning, WiFi",228.76,0.79,5421.61,3,0,4.7,415
Yogyakarta,Apartment,1,"WiFi, Kitchen, Air Conditioning",299.66,0.51,4584.8,3,0,4.9,228
Yogyakarta,Villa,2,"Pool, Air Conditioning",36.43,0.63,688.53,4,0,4.9,157
Jakarta,Apartment,4,"Air Conditioning, Parking, Pool",115.19,0.68,2349.88,4,0,3.4,306
Bandung,Apartment,1,"Parking, Pool",32.48,0.91,886.7,4,0,3.0,175
Yogyakarta,Apartment,3,"WiFi, Parking, Air Conditioning",47.96,0.6,863.28,12,1,3.4,40
Surabaya,Villa,3,"Gym, Pool",145.52,0.57,2488.39,3,0,4.8,306
Yogyakarta,House,4,"Gym, Parking, Air Conditioning",170.43,0.7,3579.03,6,1,3.6,358
Jakarta,Villa,3,"Air Conditioning, Pool, WiFi",224.6,0.65,4379.7,10,0,3.1,273
Bali,House,4,"Parking, Gym, Kitchen, Air Conditioning, Pool",187.76,0.91,5125.85,1,0,3.4,195
Bandung,Studio,1,"Parking, Kitchen",89.9,0.55,1483.35,1,0,3.6,417
Yogyakarta,Studio,1,"Kitchen, WiFi, Pool, Gym, Parking",211.02,0.81,5127.79,9,0,3.6,69
Bandung,Villa,3,"Kitchen, Pool, Gym, Air Conditioning",83.08,0.44,1096.66,7,1,3.9,225
Bandung,Villa,4,"Pool, Air Conditioning, Parking, WiFi, Kitchen",99.16,0.9,2677.32,6,1,3.2,215
Jakarta,Studio,2,"Air Conditioning, WiFi, Gym",74.71,0.72,1613.74,6,1,3.9,43
Jakarta,House,5,"Kitchen, Parking, Pool, Gym, Air Conditioning",64.74,0.87,1689.71,11,0,4.2,125
Jakarta,Villa,1,"Gym, Air Conditioning",116.85,0.75,2629.12,12,1,4.1,471
Yogyakarta,House,2,"Air Conditioning, Pool, Gym, WiFi, Kitchen",113.69,0.72,2455.7,6,1,3.8,434
Surabaya,House,5,"Pool, Kitchen",296.04,0.44,3907.73,12,1,4.4,52
Yogyakarta,Villa,4,"Pool, Kitchen",101.73,0.46,1403.87,5,0,3.5,287
Bali,Apartment,2,"Pool, Gym, Parking",90.06,0.78,2107.4,10,0,3.9,407
Bandung,Villa,1,"Kitchen, Pool, Parking",196.37,0.71,4182.68,4,0,3.4,240
Bali,House,1,"Kitchen, WiFi, Air Conditioning, Parking, Gym",127.55,0.91,3482.11,1,0,3.9,327
Jakarta,Apartment,2,"Kitchen, WiFi, Parking, Air Conditioning",164.95,0.84,4156.74,8,0,3.6,196
Surabaya,Apartment,3,"Gym, Air Conditioning, Kitchen, Parking",287.82,0.49,4230.95,3,0,4.1,37
Yogyakarta,Studio,4,"Kitchen, Air Conditioning, Gym, Parking, WiFi",124.32,0.65,2424.24,8,0,4.6,32
Bali,Studio,5,"Air Conditioning, WiFi, Parking, Pool",165.28,0.73,3619.63,5,0,3.1,433
Yogyakarta,Villa,1,"Pool, Kitchen, WiFi, Parking, Air Conditioning",261.49,0.91,7138.68,5,0,4.9,192
Yogyakarta,Villa,2,"WiFi, Parking, Air Conditioning, Kitchen",122.05,0.86,3148.89,6,1,3.0,230
Bali,Apartment,3,"Pool, Kitchen, Air Conditioning",155.04,0.59,2744.21,12,1,4.0,163
Yogyakarta,House,1,"Kitchen, Air Conditioning, Gym",56.67,0.71,1207.07,10,0,3.8,224
Bandung,Studio,3,"WiFi, Kitchen, Air Conditioning",137.65,0.59,2436.4,6,1,4.6,408
