Location,Property_Type,Bedrooms,Amenities,Price_Per_Night,Occupancy_Rate,Total_Revenue,Month,Holiday_Season,Rating,Num_Reviews
Bandung,House,5,"Air Conditioning, Gym, Kitchen, WiFi, Parking",202.51,0.45,2733.88,7,1,3.6,316
Bandung,House,1,"Parking, Gym",252.2,0.65,4917.9,11,0,4.6,238
Bali,Apartment,4,"Parking, Air Conditioning, WiFi, Gym",252.82,0.76,5764.3,4,0,3.2,155
Bandung,Apartment,4,"Gym, Parking, Kitchen, Air Conditioning, Pool",74.31,0.67,1493.63,12,1,4.2,425
Jakarta,Villa,3,"Gym, Parking, WiFi, Kitchen, Air Conditioning",261.14,0.45,3525.39,9,0,3.7,25
Jakarta,Apartment,2,"Kitchen, WiFi, Gym",287.61,0.7,6039.81,12,1,3.7,369
Bandung,Studio,3,"Pool, WiFi, Parking",186.79,0.58,3250.15,1,0,3.3,319
Bandung,Apartment,2,"Parking, Pool, Air Conditioning, Kitchen",170.23,0.73,3728.04,7,1,3.9,325
Yogyakarta,Villa,2,"Gym, Pool, Parking, Air Conditioning",33.53,0.69,694.07,8,0,3.4,339
Bandung,Villa,2,"Kitchen, Pool, Gym, Air Conditioning",183.31,0.78,4289.45,4,0,3.7,367
Surabaya,Villa,3,"Kitchen, Air Conditioning, Gym, WiFi",133.02,0.58,2314.55,11,0,4.9,278
Jakarta,Villa,3,"Parking, WiFi, Kitchen, Air Conditioning",162.69,0.94,4587.86,11,0,3.1,31
Jakarta,Studio,4,"Pool, Gym",273.12,0.49,4014.86,1,0,4.1,240
Jakarta,Apartment,3,"Gym, WiFi",234.42,0.72,5063.47,10,0,3.7,29
Yogyakarta,Studio,4,"Air Conditioning, Parking, Kitchen, Pool, WiFi",152.97,0.52,2386.33,3,0,4.3,425
Surabaya,Apartment,2,"Gym, Pool",219.48,0.72,4740.77,6,1,4.3,116
Surabaya,Villa,4,"WiFi, Gym, Parking",146.11,0.51,2235.48,10,0,3.8,152
Bandung,House,5,"WiFi, Parking",245.7,0.84,6191.64,2,0,3.5,476
Bali,Apartment,3,"Pool, WiFi",47.34,0.61,866.32,1,0,3.6,87
Yogyakarta,Apartment,3,"Gym, Parking, Pool",67.29,0.77,1554.4,1,0,4.0,396
Bali,Studio,5,"Pool, Parking, WiFi, Air Conditioning",244.09,0.56,4100.71,11,0,4.5,154
Bali,Apartment,2,"Kitchen, Parking",277.44,0.55,4577.76,5,0,3.7,488
Yogyakarta,Apartment,3,"Parking, Air Conditioning",40.46,0.6,728.28,12,1,4.5,240
Bandung,Apartment,5,"Kitchen, Parking, WiFi, Pool",189.35,0.6,3408.3,9,0,3.9,146
Yogyakarta,House,3,"Gym, Parking, Pool, WiFi, Air Conditioning",137.95,0.94,3890.19,10,0,4.8,461
Surabaya,Apartment,5,"Kitchen, Parking, Pool",203.09,0.88,5361.58,7,1,3.8,250
Surabaya,Villa,4,"WiFi, Gym",41.55,0.9,1121.85,10,0,3.0,316
Yogyakarta,Apartment,1,"WiFi, Parking",233.42,0.77,5392.0,5,0,5.0,348
Yogyakarta,House,1,"Air Conditioning, Pool, Kitchen",88.69,0.88,2341.42,1,0,4.3,331
Jakarta,Apartment,3,"Air Conditioning, WiFi, Kitchen",250.26,0.76,5705.93,12,1,3.2,434
Bali,Villa,2,"Parking, Gym",47.93,0.9,1294.11,11,0,3.1,407
Bandung,Studio,3,"WiFi, Pool, Parking, Kitchen, Gym",90.19,0.66,1785.76,4,0,4.1,464
Bali,House,3,"WiFi, Pool, Parking, Air Conditioning, Gym",129.09,0.95,3679.06,10,0,3.3,164
Bali,Villa,5,"Gym, Air Conditioning, Pool, Kitchen",89.47,0.58,1556.78,3,0,4.5,281
Bali,House,5,"Kitchen, WiFi, Air Conditioning, Pool",66.72,0.73,1461.17,4,0,3.8,352
Jakarta,Apartment,3,"Air Conditioning, WiFi, Pool",264.95,0.54,4292.19,5,0,3.6,326
Jakarta,Apartment,4,"Parking, WiFi, Air Conditioning",80.09,0.72,1729.94,10,0,3.4,142
Jakarta,Apartment,2,"Parking, Kitchen, Air Conditioning, Pool",264.31,0.48,3806.06,2,0,4.4,66
Bandung,Villa,2,"Kitchen, Pool, Parking, Air Conditioning, WiFi",297.92,0.41,3664.42,3,0,3.8,264
Bandung,Apartment,2,"Pool, Parking, Kitchen, Gym",294.84,0.87,7695.32,10,0,4.6,378
Jakarta,Villa,3,"Parking, WiFi, Air Conditioning, Gym",92.49,0.8,2219.76,1,0,3.1,128
Yogyakarta,Villa,5,"Air Conditioning, Parking, Kitchen, Gym, WiFi",117.68,0.69,2435.98,11,0,5.0,78
Surabaya,Villa,2,"Kitchen, Gym, WiFi, Air Conditioning",140.58,0.93,3922.18,3,0,4.8,376
Bali,House,1,"Pool, Kitchen, WiFi, Air Conditioning",48.31,0.93,1347.85,3,0,4.3,487
Yogyakarta,Studio,4,"Pool, Gym, Kitchen, WiFi, Air Conditioning",276.37,0.68,5637.95,6,1,3.4,353
Bali,Villa,2,"Gym, Parking, Pool",34.52,0.69,714.56,1,0,3.3,159
Bandung,Apartment,4,"Pool, Parking",101.32,0.77,2340.49,9,0,4.9,192
Bali,Villa,5,"Gym, Kitchen, Air Conditioning, Parking",200.61,0.7,4212.81,11,0,4.8,399
Yogyakarta,Villa,5,"WiFi, Parking, Air Conditioning, Kitchen, Pool",177.55,0.81,4314.47,9,0,4.9,143
Yogyakarta,Villa,1,"Gym, Kitchen, Air Conditioning, Parking",33.09,0.85,843.8,11,0,4.4,45
Yogyakarta,Studio,1,"Air Conditioning, WiFi",77.27,0.77,1784.94,2,0,3.5,299
Surabaya,House,2,"Parking, Gym",30.36,0.72,655.78,7,1,3.0,168
Jakarta,Villa,2,"WiFi, Air Conditioning, Gym",202.25,0.78,4732.65,1,0,3.0,286
Yogyakarta,Studio,1,"Kitchen, Parking",194.04,0.72,4191.26,7,1,3.5,167
Bandung,Studio,2,"Gym, Air Conditioning",38.0,0.94,1071.6,6,1,4.9,434
Yogyakarta,Villa,1,"Parking, Gym, WiFi, Pool, Air Conditioning",103.36,0.53,1643.42,9,0,3.6,253
Jakarta,Villa,3,"Kitchen, Gym",173.16,0.94,4883.11,8,0,4.7,117
Bandung,House,1,"WiFi, Gym, Kitchen",104.06,0.61,1904.3,6,1,4.4,217
Bandung,Villa,3,"WiFi, Parking, Kitchen",134.72,0.54,2182.46,4,0,4.3,40
Bali,Apartment,2,"Air Conditioning, Pool, Kitchen, Gym, Parking",222.8,0.72,4812.48,12,1,3.3,41
Yogyakarta,House,3,"Air Conditioning, Kitchen",170.84,0.8,4100.16,11,0,3.0,171
Jakarta,Villa,4,"Air Conditioning, WiFi",246.9,0.55,4073.85,7,1,4.5,228
Bandung,Apartment,2,"Pool, Gym",234.43,0.77,5415.33,1,0,4.1,99
Bandung,House,2,"Air Conditioning, Gym",174.19,0.7,3657.99,10,0,3.9,469
Surabaya,Studio,2,"WiFi, Air Conditioning",36.96,0.53,587.66,9,0,4.1,128
Surabaya,Villa,5,"Kitchen, Air Conditioning, Gym",240.47,0.49,3534.91,4,0,4.7,72
Bandung,House,4,"Air Conditioning, Kitchen, Parking, WiFi",295.97,0.48,4261.97,12,1,3.5,270
Bandung,Villa,4,"Pool, Air Conditioning",96.83,0.64,1859.14,1,0,3.1,203
Yogyakarta,Villa,4,"Pool, WiFi, Gym",119.48,0.69,2473.24,10,0,4.6,200
Bandung,Studio,3,"Gym, Kitchen",255.65,0.7,5368.65,6,1,3.7,439
Bandung,Studio,2,"Pool, Kitchen, Parking, Gym",278.47,0.54,4511.21,6,1,3.8,449
Jakarta,Apartment,4,"Kitchen, Pool, Gym",284.14,0.65,5540.73,9,0,3.7,221
Bali,Studio,1,"Gym, Kitchen, Pool",282.43,0.68,5761.57,7,1,3.1,162
Bali,Apartment,1,"WiFi, Pool, Gym",266.92,0.64,5124.86,10,0,3.9,220
Surabaya,Studio,5,"WiFi, Parking, Pool, Air Conditioning",195.55,0.86,5045.19,1,0,4.2,137
Bandung,Studio,4,"Pool, Kitchen, WiFi, Gym, Air Conditioning",248.7,0.74,5521.14,5,0,3.9,135
Yogyakarta,Studio,2,"Parking, Kitchen",208.84,0.82,5137.46,7,1,4.5,499
Bandung,Studio,2,"Gym, Air Conditioning, Parking, WiFi",183.34,0.83,4565.17,8,0,4.2,467
Bandung,Studio,5,"WiFi, Gym",80.72,0.44,1065.5,3,0,4.0,230
Jakarta,House,2,"Pool, Gym",161.94,0.75,3643.65,12,1,4.0,481
Jakarta,Villa,3,"Gym, Pool",31.59,0.79,748.68,7,1,3.9,481
Jakarta,Apartment,4,"Pool, WiFi, Kitchen, Air Conditioning",296.12,0.92,8172.91,11,0,4.3,281
Surabaya,Studio,3,"Pool, Parking, Air Conditioning, Kitchen, WiFi",55.61,0.4,667.32,10,0,4.4,406
Jakarta,Studio,3,"Pool, Parking",224.49,0.47,3165.31,11,0,4.7,418
Bali,Studio,3,"WiFi, Gym, Pool, Parking",223.7,0.5,3355.5,8,0,3.0,140
Yogyakarta,Studio,2,"Gym, Kitchen, Air Conditioning",92.8,0.47,1308.48,12,1,3.5,14
Jakarta,Apartment,4,"WiFi, Kitchen, Air Conditioning",159.62,0.89,4261.85,1,0,4.1,499
Yogyakarta,Apartment,5,"Gym, Kitchen, WiFi",284.95,0.56,4787.16,4,0,4.5,385
Bandung,Apartment,2,"Kitchen, Gym, Pool, Air Conditioning",83.24,0.79,1972.79,6,1,4.7,204
Yogyakarta,Studio,3,"Parking, Air Conditioning, Pool, WiFi",63.63,0.82,1565.3,3,0,4.6,193
Bali,Apartment,1,"Pool, Kitchen, WiFi",219.23,0.79,5195.75,6,1,3.7,397
Jakarta,Studio,1,"Kitchen, Pool",176.16,0.43,2272.46,3,0,3.9,87
Yogyakarta,Studio,1,"WiFi, Kitchen, Parking",186.89,0.62,3476.15,1,0,3.8,391
Yogyakarta,House,2,"Pool, Gym",265.31,0.93,7402.15,3,0,4.1,80
Yogyakarta,Studio,3,"Pool, WiFi, Kitchen, Air Conditioning, Parking",252.29,0.58,4389.85,8,0,3.8,104
Jakarta,Apartment,2,"Kitchen, Pool",262.42,0.86,6770.44,5,0,4.5,411
Surabaya,House,5,"WiFi, Gym",286.16,0.7,6009.36,3,0,4.2,198
Bandung,House,1,"Parking, Pool, Gym",164.31,0.49,2415.36,3,0,4.3,310
Jakarta,Apartment,3,"Kitchen, Air Conditioning",246.16,0.84,6203.23,2,0,4.8,49
Jakarta,Studio,5,"Gym, Pool",99.71,0.6,1794.78,2,0,3.1,117
Bandung,House,1,"Kitchen, Pool, WiFi, Air Conditioning, Gym",45.54,0.89,1215.92,12,1,3.5,446
Bandung,Villa,1,"Parking, Pool",52.0,0.82,1279.2,8,0,4.3,112
Bandung,Studio,5,"Air Conditioning, Pool, WiFi, Gym, Parking",226.99,0.67,4562.5,7,1,3.4,320
Bali,Apartment,2,"Air Conditioning, Gym, Parking, Pool, Kitchen",159.23,0.74,3534.91,2,0,4.8,448
Bandung,Villa,5,"Pool, Kitchen, Parking",157.2,0.86,4055.76,12,1,4.9,308
